contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_1185_length_345_cov_0.992537,5,345,0.992537,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1186_length_345_cov_0.929104,5,345,0.929104,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1188_length_345_cov_0.791045,4,345,0.791045,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_119_length_727_cov_815.281538,9772,727,815.281538,700848,700847,43823,7147,50557,6656,33208,2759,Eukaryota,GU248658.1,95.349,688,24,0.0,1086.0,7454,7451,7438,7399,50557,6656,33208,2759,Eukaryota,KAF7379090.1,45.495,222,87,1.18e-41,145.0
NODE_1190_length_345_cov_0.750000,4,345,0.750000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1194_length_344_cov_4.378277,19,344,4.378277,1129576,1129575,33686,-400,-500,6029,4751,2759,Eukaryota,JF826419.1,96.793,343,11,1.55e-160,573.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1195_length_344_cov_1.303371,6,344,1.303371,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029861786.1,87.246,345,42,4.65e-106,392.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021703285.1,88.636,88,10,1.68e-50,170.0
NODE_1196_length_344_cov_1.018727,6,344,1.018727,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021711176.1,92.958,71,5,6.66e-41,138.0
NODE_1197_length_344_cov_0.838951,4,344,0.838951,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1199_length_344_cov_0.808989,6,344,0.808989,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_12_length_1402_cov_3.703396,84,1402,3.703396,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,197043,139475,30102,7524,50557,6656,33208,2759,Eukaryota,KAG8248499.1,25.661,378,207,3.69e-22,97.8
NODE_120_length_727_cov_0.626154,11,727,0.626154,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1200_length_344_cov_0.779026,4,344,0.779026,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1201_length_344_cov_0.764045,4,344,0.764045,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1206_length_343_cov_1.112782,4,343,1.112782,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1207_length_343_cov_1.109023,4,343,1.109023,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1208_length_343_cov_0.943609,4,343,0.943609,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1209_length_343_cov_0.939850,4,343,0.939850,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_121_length_725_cov_0.947531,13,725,0.947531,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1210_length_343_cov_0.778195,4,343,0.778195,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1211_length_343_cov_0.774436,4,343,0.774436,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019695988.3,88.953,344,36,1.64e-115,424.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019930928.2,96.491,114,4,7.62e-75,227.0
NODE_1212_length_343_cov_0.744361,4,343,0.744361,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1213_length_343_cov_0.612782,4,343,0.612782,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019681459.3,92.128,343,27,7.43e-134,484.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019537004.1,96.491,114,4,6.95e-79,238.0
NODE_1215_length_342_cov_1.249057,5,342,1.249057,52734,52733,52729,7147,50557,6656,33208,2759,Eukaryota,OY284468.1,89.766,342,35,5.85e-120,438.0,32264,32263,32262,83136,6854,6656,33208,2759,Eukaryota,ACN53544.1,99.099,111,1,3.76e-79,228.0
NODE_1216_length_342_cov_1.116981,4,342,1.116981,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021846802.1,89.855,69,7,6.79e-15,89.8,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1217_length_342_cov_0.913208,4,342,0.913208,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1218_length_342_cov_0.905660,4,342,0.905660,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1219_length_342_cov_0.845283,4,342,0.845283,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001660462.1,84.483,58,8,1.35e-30,105.0
NODE_122_length_725_cov_0.708333,12,725,0.708333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1220_length_342_cov_0.784906,4,342,0.784906,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1229_length_341_cov_1.026515,4,341,1.026515,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_123_length_720_cov_1.642302,16,720,1.642302,139506,139505,30102,7524,50557,6656,33208,2759,Eukaryota,AF304594.1,91.944,720,38,0.0,992.0,7454,7451,7438,7399,50557,6656,33208,2759,Eukaryota,KAF7379090.1,71.895,153,34,1.99e-57,186.0
NODE_1230_length_341_cov_0.935606,4,341,0.935606,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029870015.1,87.574,338,42,4.61e-106,392.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021696764.1,93.805,113,7,1.19e-75,228.0
NODE_1232_length_341_cov_0.693182,8,341,0.693182,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1235_length_340_cov_1.053232,4,340,1.053232,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1236_length_340_cov_1.007605,4,340,1.007605,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029714343.1,90.278,72,7,9.51e-44,149.0
NODE_1238_length_340_cov_0.912548,5,340,0.912548,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1239_length_340_cov_0.889734,4,340,0.889734,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021846618.1,81.638,354,35,2.9e-68,267.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_124_length_719_cov_0.495327,10,719,0.495327,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1241_length_340_cov_0.832700,4,340,0.832700,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1242_length_340_cov_0.825095,4,340,0.825095,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1243_length_340_cov_0.809886,4,340,0.809886,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029723600.1,94.792,96,5,2.15e-33,121.0
NODE_1247_length_340_cov_0.642586,4,340,0.642586,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1248_length_340_cov_0.600760,4,340,0.600760,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_125_length_718_cov_1.070203,11,718,1.070203,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1250_length_339_cov_1.400763,8,339,1.400763,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001652456.1,77.612,67,15,2.54e-28,105.0
NODE_1251_length_339_cov_1.022901,4,339,1.022901,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001663434.1,96.97,99,3,2.31e-61,200.0
NODE_1252_length_339_cov_1.007634,7,339,1.007634,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1254_length_339_cov_0.847328,4,339,0.847328,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019693615.2,88.793,348,23,3.51e-112,412.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019549160.1,97.619,84,2,2.83e-54,163.0
NODE_1257_length_339_cov_0.721374,4,339,0.721374,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1259_length_339_cov_0.683206,4,339,0.683206,1873960,131324,93133,2726947,147541,4890,4751,2759,Eukaryota,AY875393.1,97.64,339,8,2.53e-163,582.0,1873960,131324,93133,2726947,147541,4890,4751,2759,Eukaryota,EME80501.1,93.939,99,6,4.95e-63,189.0
NODE_126_length_718_cov_0.547582,14,718,0.547582,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1260_length_339_cov_0.629771,5,339,0.629771,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1262_length_338_cov_1.593870,8,338,1.593870,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1263_length_338_cov_1.134100,4,338,1.134100,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1264_length_338_cov_1.130268,4,338,1.130268,2338590,2338589,33406,7147,50557,6656,33208,2759,Eukaryota,MG684605.1,99.112,338,3,4.16e-171,608.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1265_length_338_cov_0.954023,4,338,0.954023,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1266_length_338_cov_0.915709,5,338,0.915709,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1267_length_338_cov_0.892720,4,338,0.892720,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1268_length_338_cov_0.885057,4,338,0.885057,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_127_length_716_cov_1.339593,20,716,1.339593,124917,124916,7157,7147,50557,6656,33208,2759,Eukaryota,AY440234.1,89.796,98,5,5.29e-24,121.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1273_length_338_cov_0.781609,6,338,0.781609,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1278_length_338_cov_0.727969,8,338,0.727969,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1279_length_338_cov_0.708812,4,338,0.708812,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019527837.2,93.75,112,7,1.04e-63,207.0
NODE_128_length_715_cov_1.631661,24,715,1.631661,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1280_length_338_cov_0.704981,5,338,0.704981,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1281_length_338_cov_0.613027,4,338,0.613027,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1283_length_338_cov_0.478927,4,338,0.478927,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1284_length_337_cov_1.434615,8,337,1.434615,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1285_length_337_cov_1.188462,8,337,1.188462,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1286_length_337_cov_1.138462,4,337,1.138462,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019540834.2,78.571,112,24,1.36e-36,128.0
NODE_129_length_714_cov_0.629513,5,714,0.629513,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1290_length_337_cov_0.730769,4,337,0.730769,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1291_length_337_cov_0.673077,4,337,0.673077,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1294_length_336_cov_1.768340,8,336,1.768340,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019687727.2,90.034,291,29,1.27e-101,377.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001663702.2,96.907,97,3,6.53e-56,168.0
NODE_1295_length_336_cov_1.142857,4,336,1.142857,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1296_length_336_cov_1.019305,4,336,1.019305,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1297_length_336_cov_0.891892,4,336,0.891892,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1298_length_336_cov_0.872587,4,336,0.872587,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1299_length_336_cov_0.868726,5,336,0.868726,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_13_length_1375_cov_4.399076,98,1375,4.399076,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,3052631,1980421,1980418,1980410,2497576,2497569,2732396,10239,Viruses,YP_009505333.1,61.887,265,100,3.47e-101,303.0
NODE_130_length_713_cov_0.545597,10,713,0.545597,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1301_length_336_cov_0.857143,5,336,0.857143,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001658180.2,95.495,111,5,4.8e-53,177.0
NODE_1305_length_336_cov_0.810811,4,336,0.810811,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT43209.1,79.091,110,23,7.92e-53,176.0
NODE_131_length_711_cov_0.954259,13,711,0.954259,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1311_length_335_cov_1.135659,6,335,1.135659,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1312_length_335_cov_1.038760,4,335,1.038760,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1313_length_335_cov_1.031008,4,335,1.031008,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_011494970.2,84.028,144,15,1.09e-27,132.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_132_length_711_cov_0.458991,9,711,0.458991,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1321_length_334_cov_1.151751,4,334,1.151751,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029877742.1,91.018,334,30,7.32e-124,451.0,7176,7174,7157,7147,50557,6656,33208,2759,Eukaryota,XP_038115869.1,100.0,111,0,2.39e-78,239.0
NODE_1322_length_334_cov_1.112840,4,334,1.112840,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1323_length_334_cov_0.984436,4,334,0.984436,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1324_length_334_cov_0.953307,4,334,0.953307,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,BK006052.1,80.606,165,32,1.4e-26,128.0,190385,139055,7157,7147,50557,6656,33208,2759,Eukaryota,XP_055600992.1,59.322,59,24,1.56e-18,78.6
NODE_1325_length_334_cov_0.949416,4,334,0.949416,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ74941.1,53.488,43,20,3.19e-12,60.5
NODE_1327_length_334_cov_0.821012,5,334,0.821012,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1329_length_334_cov_0.719844,4,334,0.719844,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_133_length_710_cov_0.570300,14,710,0.570300,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1332_length_333_cov_1.089844,4,333,1.089844,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1333_length_333_cov_1.078125,4,333,1.078125,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1334_length_333_cov_1.062500,4,333,1.062500,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1335_length_333_cov_1.027344,4,333,1.027344,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019557297.1,69.369,111,33,1.28e-49,155.0
NODE_1336_length_333_cov_0.968750,4,333,0.968750,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT48260.1,78.182,110,24,5.63e-66,202.0
NODE_1337_length_333_cov_0.968750,4,333,0.968750,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1338_length_333_cov_0.871094,4,333,0.871094,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_134_length_710_cov_0.535545,6,710,0.535545,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1340_length_333_cov_0.746094,4,333,0.746094,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1349_length_332_cov_1.141176,4,332,1.141176,7153,7150,7149,7147,50557,6656,33208,2759,Eukaryota,AF272829.1,89.157,332,36,9.54e-113,414.0,115425,66360,7371,7147,50557,6656,33208,2759,Eukaryota,AEK48259.1,100.0,90,0,9.82e-53,160.0
NODE_135_length_708_cov_4.069731,40,708,4.069731,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1350_length_332_cov_0.980392,4,332,0.980392,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1351_length_332_cov_0.917647,4,332,0.917647,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021854069.1,90.179,224,18,6.04e-75,289.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1352_length_332_cov_0.870588,4,332,0.870588,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019557019.2,89.091,110,12,2.12e-66,209.0
NODE_1355_length_332_cov_0.866667,4,332,0.866667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1357_length_332_cov_0.807843,4,332,0.807843,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1358_length_332_cov_0.807843,6,332,0.807843,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001650481.1,95.385,65,3,1.43e-34,115.0
NODE_136_length_708_cov_0.809826,9,708,0.809826,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019537521.2,81.91,199,36,6.62e-112,327.0
NODE_1362_length_331_cov_1.074803,4,331,1.074803,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1363_length_331_cov_0.992126,4,331,0.992126,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029877173.1,92.988,328,23,3.33e-132,479.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001660415.1,97.273,110,3,1.02e-78,229.0
NODE_1364_length_331_cov_0.791339,4,331,0.791339,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1365_length_331_cov_0.771654,7,331,0.771654,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1368_length_331_cov_0.704724,4,331,0.704724,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_137_length_706_cov_0.600954,5,706,0.600954,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1371_length_330_cov_0.992095,4,330,0.992095,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1372_length_330_cov_0.853755,4,330,0.853755,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1373_length_330_cov_0.814229,4,330,0.814229,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1378_length_330_cov_0.750988,4,330,0.750988,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1379_length_330_cov_0.731225,4,330,0.731225,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_138_length_706_cov_0.572337,6,706,0.572337,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1384_length_329_cov_0.718254,6,329,0.718254,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029856249.1,94.118,51,2,5.06e-11,76.8,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1385_length_329_cov_0.666667,4,329,0.666667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1386_length_328_cov_1.175299,4,328,1.175299,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,76194,7145,7143,7088,50557,6656,33208,2759,Eukaryota,XP_013140191.1,72.222,72,20,1.72e-30,112.0
NODE_1387_length_328_cov_1.103586,4,328,1.103586,179676,41820,41819,7147,50557,6656,33208,2759,Eukaryota,LN483449.1,82.329,249,34,1.72e-50,207.0,7515,7514,7511,7509,50557,6656,33208,2759,Eukaryota,XP_026462233.1,91.139,79,7,8.91e-38,125.0
NODE_1388_length_328_cov_0.960159,4,328,0.960159,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,38358,35571,7184,7147,50557,6656,33208,2759,Eukaryota,XP_037038024.1,58.333,108,45,7.68e-34,122.0
